rental_id,rental_rate,rental_duration,rental_date,return_date,payment_count,total_payment_amount,amount_difference,first_payment_date
5250,0.99,6,2005-07-09,2005-07-13,1,0.99,0.00,2007-04-09
1620,4.99,6,2005-06-16,2005-06-17,1,4.99,0.00,2007-02-16
7709,0.99,5,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
15582,2.99,6,2005-08-23,2005-08-25,1,2.99,0.00,2007-03-23
7815,4.99,6,2005-07-28,2005-07-30,1,4.99,0.00,2007-04-28
3727,4.99,6,2005-07-06,2005-07-07,1,4.99,0.00,2007-04-06
2975,4.99,4,2005-06-20,2005-06-21,1,4.99,0.00,2007-02-20
8752,2.99,6,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
6187,2.99,7,2005-07-11,2005-07-12,1,2.99,0.00,2007-04-11
9044,0.99,5,2005-07-30,2005-07-31,1,0.99,0.00,2007-04-30
13228,2.99,3,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
3739,0.99,5,2005-07-06,2005-07-09,1,0.99,0.00,2007-04-06
4109,4.99,6,2005-07-07,2005-07-10,1,4.99,0.00,2007-04-07
14641,0.99,5,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
4055,2.99,6,2005-07-07,2005-07-11,1,2.99,0.00,2007-04-07
1666,0.99,6,2005-06-16,2005-06-21,1,0.99,0.00,2007-02-16
6632,2.99,7,2005-07-12,2005-07-15,1,2.99,0.00,2007-04-12
2557,0.99,5,2005-06-19,2005-06-20,1,0.99,0.00,2007-02-19
4954,2.99,7,2005-07-08,2005-07-14,1,2.99,0.00,2007-04-08
5341,2.99,6,2005-07-09,2005-07-14,1,2.99,0.00,2007-04-09
5953,2.99,7,2005-07-10,2005-07-14,1,2.99,0.00,2007-04-10
7448,2.99,7,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-27
6530,0.99,5,2005-07-12,2005-07-15,1,0.99,0.00,2007-04-12
10397,0.99,4,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
14506,0.99,7,2005-08-21,2005-08-24,1,0.99,0.00,2007-03-21
10065,4.99,4,2005-07-31,2005-08-01,1,4.99,0.00,2007-04-30
2053,0.99,7,2005-06-17,2005-06-19,1,0.99,0.00,2007-02-17
1563,2.99,6,2005-06-16,2005-06-18,1,2.99,0.00,2007-02-16
7100,4.99,4,2005-07-27,2005-07-28,1,4.99,0.00,2007-04-27
1827,0.99,5,2005-06-16,2005-06-19,1,0.99,0.00,2007-02-16
11017,0.99,7,2005-08-02,2005-08-09,1,0.99,0.00,2007-03-02
2632,0.99,4,2005-06-19,2005-06-23,1,0.99,0.00,2007-02-19
13072,2.99,4,2005-08-19,2005-08-22,1,2.99,0.00,2007-03-19
12906,2.99,5,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
6378,0.99,6,2005-07-11,2005-07-14,1,0.99,0.00,2007-04-11
13961,0.99,4,2005-08-20,2005-08-21,1,0.99,0.00,2007-03-20
7574,2.99,5,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-27
10208,4.99,7,2005-08-01,2005-08-04,1,4.99,0.00,2007-04-30
13604,0.99,6,2005-08-20,2005-08-21,1,0.99,0.00,2007-03-20
8542,4.99,7,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
4553,0.99,4,2005-07-08,2005-07-09,1,0.99,0.00,2007-04-08
5524,0.99,7,2005-07-10,2005-07-14,1,0.99,0.00,2007-04-10
5740,2.99,3,2005-07-10,2005-07-12,1,2.99,0.00,2007-04-10
14766,4.99,6,2005-08-21,2005-08-26,1,4.99,0.00,2007-03-21
13326,4.99,5,2005-08-19,2005-08-20,1,4.99,0.00,2007-03-19
6913,4.99,6,2005-07-12,2005-07-14,1,4.99,0.00,2007-04-12
3109,0.99,7,2005-06-20,2005-06-22,1,0.99,0.00,2007-02-20
13748,2.99,5,2005-08-20,2005-08-23,1,2.99,0.00,2007-03-20
6854,0.99,7,2005-07-12,2005-07-16,1,0.99,0.00,2007-04-12
15116,0.99,3,2005-08-22,2005-08-23,1,0.99,0.00,2007-03-22
4795,0.99,5,2005-07-08,2005-07-09,1,0.99,0.00,2007-04-08
14340,2.99,7,2005-08-21,2005-08-25,1,2.99,0.00,2007-03-21
8702,0.99,7,2005-07-29,2005-08-05,1,0.99,0.00,2007-04-29
15527,0.99,6,2005-08-23,2005-08-25,1,0.99,0.00,2007-03-23
6985,4.99,5,2005-07-27,2005-07-31,1,4.99,0.00,2007-04-26
9795,0.99,4,2005-07-31,2005-08-04,1,0.99,0.00,2007-04-30
9831,2.99,6,2005-07-31,2005-08-04,1,2.99,0.00,2007-04-30
8675,4.99,6,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
3629,0.99,6,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
9595,2.99,5,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
6911,0.99,7,2005-07-12,2005-07-18,1,0.99,0.00,2007-04-12
1529,2.99,7,2005-06-16,2005-06-22,1,2.99,0.00,2007-02-15
3354,0.99,4,2005-06-21,2005-06-25,1,0.99,0.00,2007-02-21
4592,2.99,4,2005-07-08,2005-07-10,1,2.99,0.00,2007-04-08
4224,0.99,3,2005-07-07,2005-07-10,1,0.99,0.00,2007-04-07
15475,2.99,7,2005-08-23,2005-08-23,1,2.99,0.00,2007-03-23
14280,4.99,7,2005-08-21,2005-08-23,1,4.99,0.00,2007-03-21
2876,4.99,6,2005-06-20,2005-06-23,1,4.99,0.00,2007-02-19
2490,4.99,7,2005-06-18,2005-06-19,1,4.99,0.00,2007-02-18
10006,4.99,6,2005-07-31,2005-08-02,1,4.99,0.00,2007-04-30
8483,4.99,7,2005-07-29,2005-08-03,1,4.99,0.00,2007-04-29
12549,4.99,4,2005-08-18,2005-08-21,1,4.99,0.00,2007-03-18
8643,4.99,7,2005-07-29,2005-08-04,1,4.99,0.00,2007-04-29
4399,2.99,6,2005-07-07,2005-07-12,1,2.99,0.00,2007-04-07
6359,2.99,5,2005-07-11,2005-07-16,1,2.99,0.00,2007-04-11
5060,4.99,4,2005-07-09,2005-07-12,1,4.99,0.00,2007-04-09
1888,0.99,7,2005-06-17,2005-06-22,1,0.99,0.00,2007-02-17
6702,0.99,6,2005-07-12,2005-07-13,1,0.99,0.00,2007-04-12
9522,2.99,5,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
12717,4.99,6,2005-08-18,2005-08-20,1,4.99,0.00,2007-03-18
9758,2.99,7,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
5589,4.99,7,2005-07-10,2005-07-10,1,4.99,0.00,2007-04-10
10261,4.99,6,2005-08-01,2005-08-01,1,4.99,0.00,2007-03-01
14756,0.99,7,2005-08-21,2005-08-24,1,0.99,0.00,2007-03-21
5193,2.99,5,2005-07-09,2005-07-12,1,2.99,0.00,2007-04-09
6225,2.99,4,2005-07-11,2005-07-14,1,2.99,0.00,2007-04-11
6848,0.99,7,2005-07-12,2005-07-14,1,0.99,0.00,2007-04-12
11256,2.99,5,2005-08-02,2005-08-04,1,2.99,0.00,2007-03-02
2565,0.99,7,2005-06-19,2005-06-24,1,0.99,0.00,2007-02-19
5011,4.99,4,2005-07-09,2005-07-11,1,4.99,0.00,2007-04-09
15338,4.99,4,2005-08-22,2005-08-24,1,4.99,0.00,2007-03-22
6469,4.99,5,2005-07-12,2005-07-16,1,4.99,0.00,2007-04-11
15369,0.99,6,2005-08-22,2005-08-26,1,0.99,0.00,2007-03-22
2382,4.99,5,2005-06-18,2005-06-20,1,4.99,0.00,2007-02-18
1299,4.99,7,2005-06-15,2005-06-21,1,4.99,0.00,2007-02-15
6746,0.99,6,2005-07-12,2005-07-17,1,0.99,0.00,2007-04-12
13444,0.99,6,2005-08-20,2005-08-21,1,0.99,0.00,2007-03-19
1488,0.99,4,2005-06-15,2005-06-16,1,0.99,0.00,2007-02-15
6821,2.99,3,2005-07-12,2005-07-14,1,2.99,0.00,2007-04-12
4004,4.99,5,2005-07-07,2005-07-11,1,4.99,0.00,2007-04-06
3913,0.99,4,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
6997,0.99,3,2005-07-27,2005-07-29,1,0.99,0.00,2007-04-26
2442,2.99,6,2005-06-18,2005-06-22,1,2.99,0.00,2007-02-18
8719,4.99,4,2005-07-29,2005-08-01,1,4.99,0.00,2007-04-29
12875,2.99,7,2005-08-19,2005-08-26,1,2.99,0.00,2007-03-19
1260,2.99,5,2005-06-15,2005-06-16,1,2.99,0.00,2007-02-15
8645,4.99,6,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
14523,4.99,5,2005-08-21,2005-08-22,1,4.99,0.00,2007-03-21
12814,4.99,5,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-18
11711,2.99,4,2005-08-17,2005-08-18,1,2.99,0.00,2007-03-17
9800,4.99,4,2005-07-31,2005-08-02,1,4.99,0.00,2007-04-30
12637,2.99,3,2005-08-18,2005-08-19,1,2.99,0.00,2007-03-18
13648,4.99,5,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
4799,0.99,6,2005-07-08,2005-07-12,1,0.99,0.00,2007-04-08
11355,0.99,4,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-02
1443,0.99,4,2005-06-15,2005-06-18,1,0.99,0.00,2007-02-15
6037,4.99,5,2005-07-11,2005-07-12,1,4.99,0.00,2007-04-11
4657,4.99,7,2005-07-08,2005-07-09,1,4.99,0.00,2007-04-08
9219,0.99,5,2005-07-30,2005-08-01,1,0.99,0.00,2007-04-30
7134,2.99,6,2005-07-27,2005-07-28,1,2.99,0.00,2007-04-27
11969,4.99,5,2005-08-17,2005-08-19,1,4.99,0.00,2007-03-17
6466,4.99,4,2005-07-12,2005-07-14,1,4.99,0.00,2007-04-11
4336,2.99,4,2005-07-07,2005-07-10,1,2.99,0.00,2007-04-07
8779,2.99,6,2005-07-29,2005-08-03,1,2.99,0.00,2007-04-29
5314,2.99,6,2005-07-09,2005-07-10,1,2.99,0.00,2007-04-09
6973,2.99,5,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-26
12539,0.99,6,2005-08-18,2005-08-19,1,0.99,0.00,2007-03-18
13637,4.99,5,2005-08-20,2005-08-24,1,4.99,0.00,2007-03-20
1559,0.99,7,2005-06-16,2005-06-19,1,0.99,0.00,2007-02-16
7443,2.99,6,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-27
1851,0.99,7,2005-06-17,2005-06-22,1,0.99,0.00,2007-02-16
14737,0.99,6,2005-08-21,2005-08-25,1,0.99,0.00,2007-03-21
3528,4.99,7,2005-07-06,2005-07-06,1,4.99,0.00,2007-04-05
7188,2.99,5,2005-07-27,2005-07-28,1,2.99,0.00,2007-04-27
15634,0.99,4,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
3934,4.99,7,2005-07-06,2005-07-10,1,4.99,0.00,2007-04-06
9751,4.99,6,2005-07-31,2005-08-01,1,4.99,0.00,2007-04-30
1300,2.99,6,2005-06-15,2005-06-17,1,2.99,0.00,2007-02-15
11705,4.99,7,2005-08-17,2005-08-18,1,4.99,0.00,2007-03-17
9798,2.99,4,2005-07-31,2005-08-01,1,2.99,0.00,2007-04-30
11064,4.99,5,2005-08-02,2005-08-06,1,4.99,0.00,2007-03-02
14043,2.99,6,2005-08-20,2005-08-21,1,2.99,0.00,2007-03-20
7013,0.99,7,2005-07-27,2005-07-31,1,0.99,0.00,2007-04-27
12473,2.99,4,2005-08-18,2005-08-21,1,2.99,0.00,2007-03-18
1612,2.99,6,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
12564,2.99,6,2005-08-18,2005-08-22,1,2.99,0.00,2007-03-18
6043,0.99,6,2005-07-11,2005-07-12,1,0.99,0.00,2007-04-11
6437,2.99,4,2005-07-12,2005-07-12,1,2.99,0.00,2007-04-11
7644,0.99,6,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-27
15217,0.99,6,2005-08-22,2005-08-23,1,0.99,0.00,2007-03-22
10128,2.99,6,2005-07-31,2005-08-02,1,2.99,0.00,2007-04-30
13890,0.99,3,2005-08-20,2005-08-22,1,0.99,0.00,2007-03-20
12293,4.99,7,2005-08-18,2005-08-25,1,4.99,0.00,2007-03-18
3466,4.99,6,2005-06-21,2005-06-25,1,4.99,0.00,2007-02-21
1872,0.99,7,2005-06-17,2005-06-20,1,0.99,0.00,2007-02-17
11949,2.99,7,2005-08-17,2005-08-23,1,2.99,0.00,2007-03-17
13130,2.99,7,2005-08-19,2005-08-23,1,2.99,0.00,2007-03-19
12140,2.99,6,2005-08-17,2005-08-21,1,2.99,0.00,2007-03-17
13367,2.99,5,2005-08-19,2005-08-24,1,2.99,0.00,2007-03-19
9973,4.99,5,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
11306,2.99,7,2005-08-02,2005-08-03,1,2.99,0.00,2007-03-02
10652,2.99,5,2005-08-01,2005-08-03,1,2.99,0.00,2007-03-01
5836,0.99,6,2005-07-10,2005-07-11,1,0.99,0.00,2007-04-10
14555,0.99,5,2005-08-21,2005-08-23,1,0.99,0.00,2007-03-21
5351,4.99,6,2005-07-09,2005-07-14,1,4.99,0.00,2007-04-09
15933,4.99,7,2005-08-23,2005-08-26,1,4.99,0.00,2007-03-23
4682,2.99,5,2005-07-08,2005-07-11,1,2.99,0.00,2007-04-08
14688,4.99,6,2005-08-21,2005-08-27,1,4.99,0.00,2007-03-21
13312,0.99,7,2005-08-19,2005-08-23,1,0.99,0.00,2007-03-19
6031,4.99,6,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
10876,0.99,6,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-01
11671,4.99,7,2005-08-17,2005-08-20,1,4.99,0.00,2007-03-17
15721,2.99,7,2005-08-23,2005-08-28,1,2.99,0.00,2007-03-23
13034,2.99,7,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
8740,2.99,7,2005-07-29,2005-08-01,1,2.99,0.00,2007-04-29
1843,0.99,7,2005-06-16,2005-06-22,1,0.99,0.00,2007-02-16
10770,0.99,6,2005-08-01,2005-08-04,1,0.99,0.00,2007-03-01
12939,2.99,5,2005-08-19,2005-08-23,1,2.99,0.00,2007-03-19
7814,2.99,6,2005-07-28,2005-08-01,1,2.99,0.00,2007-04-28
10791,2.99,5,2005-08-01,2005-08-04,1,2.99,0.00,2007-03-01
1213,2.99,4,2005-06-15,2005-06-15,1,2.99,0.00,2007-02-15
4966,0.99,6,2005-07-08,2005-07-14,1,0.99,0.00,2007-04-08
15907,4.99,7,2005-08-23,2005-08-25,1,4.99,0.00,2007-03-23
9512,2.99,7,2005-07-31,2005-08-04,1,2.99,0.00,2007-04-30
8679,4.99,6,2005-07-29,2005-08-02,1,4.99,0.00,2007-04-29
13924,0.99,3,2005-08-20,2005-08-23,1,0.99,0.00,2007-03-20
9097,4.99,6,2005-07-30,2005-08-04,1,4.99,0.00,2007-04-30
11070,0.99,6,2005-08-02,2005-08-03,1,0.99,0.00,2007-03-02
4451,0.99,5,2005-07-07,2005-07-10,1,0.99,0.00,2007-04-07
6588,4.99,4,2005-07-12,2005-07-16,1,4.99,0.00,2007-04-12
8116,0.99,4,2005-07-28,2005-07-29,1,0.99,0.00,2007-04-28
12476,4.99,7,2005-08-18,2005-08-20,1,4.99,0.00,2007-03-18
2976,4.99,7,2005-06-20,2005-06-21,1,4.99,0.00,2007-02-20
10681,4.99,3,2005-08-01,2005-08-02,1,4.99,0.00,2007-03-01
5097,4.99,3,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-09
7843,0.99,5,2005-07-28,2005-08-01,1,0.99,0.00,2007-04-28
6826,2.99,7,2005-07-12,2005-07-16,1,2.99,0.00,2007-04-12
11616,4.99,4,2005-08-17,2005-08-20,1,4.99,0.00,2007-03-17
8143,2.99,7,2005-07-28,2005-08-01,1,2.99,0.00,2007-04-28
7817,4.99,5,2005-07-28,2005-07-30,1,4.99,0.00,2007-04-28
15617,0.99,5,2005-08-23,2005-08-27,1,0.99,0.00,2007-03-23
13619,2.99,4,2005-08-20,2005-08-23,1,2.99,0.00,2007-03-20
2191,4.99,4,2005-06-18,2005-06-19,1,4.99,0.00,2007-02-18
7139,2.99,3,2005-07-27,2005-07-30,1,2.99,0.00,2007-04-27
6244,0.99,5,2005-07-11,2005-07-12,1,0.99,0.00,2007-04-11
3711,0.99,6,2005-07-06,2005-07-07,1,0.99,0.00,2007-04-06
9539,0.99,7,2005-07-31,2005-08-04,1,0.99,0.00,2007-04-30
10433,4.99,7,2005-08-01,2005-08-05,1,4.99,0.00,2007-03-01
2613,4.99,5,2005-06-19,2005-06-21,1,4.99,0.00,2007-02-19
11258,4.99,4,2005-08-02,2005-08-06,1,4.99,0.00,2007-03-02
2848,2.99,7,2005-06-19,2005-06-25,1,2.99,0.00,2007-02-19
12865,0.99,3,2005-08-19,2005-08-21,1,0.99,0.00,2007-03-19
10156,4.99,5,2005-07-31,2005-08-02,1,4.99,0.00,2007-04-30
6361,2.99,7,2005-07-11,2005-07-14,1,2.99,0.00,2007-04-11
8151,0.99,3,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
4412,4.99,6,2005-07-07,2005-07-11,1,4.99,0.00,2007-04-07
4174,2.99,6,2005-07-07,2005-07-11,1,2.99,0.00,2007-04-07
2893,4.99,7,2005-06-20,2005-06-26,1,4.99,0.00,2007-02-20
12062,2.99,3,2005-08-17,2005-08-20,1,2.99,0.00,2007-03-17
7383,4.99,7,2005-07-27,2005-08-03,1,4.99,0.00,2007-04-27
11220,4.99,5,2005-08-02,2005-08-05,1,4.99,0.00,2007-03-02
13465,2.99,7,2005-08-20,2005-08-21,1,2.99,0.00,2007-03-19
6852,2.99,7,2005-07-12,2005-07-13,1,2.99,0.00,2007-04-12
2445,0.99,6,2005-06-18,2005-06-23,1,0.99,0.00,2007-02-18
4428,4.99,6,2005-07-07,2005-07-11,1,4.99,0.00,2007-04-07
5365,0.99,6,2005-07-09,2005-07-11,1,0.99,0.00,2007-04-09
14163,4.99,4,2005-08-21,2005-08-21,1,4.99,0.00,2007-03-21
12596,2.99,7,2005-08-18,2005-08-24,1,2.99,0.00,2007-03-18
13899,2.99,7,2005-08-20,2005-08-23,1,2.99,0.00,2007-03-20
11118,2.99,7,2005-08-02,2005-08-05,1,2.99,0.00,2007-03-02
6895,2.99,7,2005-07-12,2005-07-19,1,2.99,0.00,2007-04-12
12304,0.99,6,2005-08-18,2005-08-24,1,0.99,0.00,2007-03-18
2794,0.99,5,2005-06-19,2005-06-22,1,0.99,0.00,2007-02-19
9520,2.99,7,2005-07-31,2005-08-04,1,2.99,0.00,2007-04-30
2367,0.99,5,2005-06-18,2005-06-22,1,0.99,0.00,2007-02-18
10319,4.99,5,2005-08-01,2005-08-05,1,4.99,0.00,2007-03-01
11845,2.99,7,2005-08-17,2005-08-18,1,2.99,0.00,2007-03-17
3560,2.99,4,2005-07-06,2005-07-10,1,2.99,0.00,2007-04-06
13676,0.99,6,2005-08-20,2005-08-25,1,0.99,0.00,2007-03-20
14031,0.99,7,2005-08-20,2005-08-23,1,0.99,0.00,2007-03-20
13005,0.99,4,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
11439,4.99,7,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
1801,4.99,4,2005-06-16,2005-06-18,1,4.99,0.00,2007-02-16
12937,4.99,5,2005-08-19,2005-08-22,1,4.99,0.00,2007-03-19
2869,4.99,5,2005-06-20,2005-06-24,1,4.99,0.00,2007-02-19
6304,4.99,7,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
15964,2.99,6,2005-08-23,2005-08-26,1,2.99,0.00,2007-03-23
11145,0.99,6,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-02
10111,2.99,7,2005-07-31,2005-08-06,1,2.99,0.00,2007-04-30
6781,2.99,7,2005-07-12,2005-07-15,1,2.99,0.00,2007-04-12
9541,4.99,6,2005-07-31,2005-08-05,1,4.99,0.00,2007-04-30
12030,2.99,7,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
4359,2.99,5,2005-07-07,2005-07-09,1,2.99,0.00,2007-04-07
5770,4.99,5,2005-07-10,2005-07-11,1,4.99,0.00,2007-04-10
8911,0.99,6,2005-07-30,2005-08-02,1,0.99,0.00,2007-04-29
13915,4.99,6,2005-08-20,2005-08-23,1,4.99,0.00,2007-03-20
1858,4.99,6,2005-06-17,2005-06-18,1,4.99,0.00,2007-02-16
1339,4.99,4,2005-06-15,2005-06-19,1,4.99,0.00,2007-02-15
3648,0.99,4,2005-07-06,2005-07-10,1,0.99,0.00,2007-04-06
10804,0.99,4,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
1521,2.99,7,2005-06-15,2005-06-18,1,2.99,0.00,2007-02-15
2713,4.99,5,2005-06-19,2005-06-20,1,4.99,0.00,2007-02-19
7107,2.99,7,2005-07-27,2005-08-02,1,2.99,0.00,2007-04-27
3760,2.99,7,2005-07-06,2005-07-09,1,2.99,0.00,2007-04-06
6731,2.99,3,2005-07-12,2005-07-15,1,2.99,0.00,2007-04-12
3628,4.99,3,2005-07-06,2005-07-07,1,4.99,0.00,2007-04-06
15611,0.99,3,2005-08-23,2005-08-25,1,0.99,0.00,2007-03-23
4381,2.99,4,2005-07-07,2005-07-10,1,2.99,0.00,2007-04-07
9390,4.99,4,2005-07-30,2005-08-01,1,4.99,0.00,2007-04-30
10412,0.99,5,2005-08-01,2005-08-04,1,0.99,0.00,2007-03-01
15777,4.99,7,2005-08-23,2005-08-27,1,4.99,0.00,2007-03-23
4964,2.99,7,2005-07-08,2005-07-09,1,2.99,0.00,2007-04-08
9570,2.99,3,2005-07-31,2005-08-01,1,2.99,0.00,2007-04-30
5957,0.99,4,2005-07-10,2005-07-12,1,0.99,0.00,2007-04-10
2810,0.99,6,2005-06-19,2005-06-20,1,0.99,0.00,2007-02-19
7498,4.99,5,2005-07-27,2005-07-29,1,4.99,0.00,2007-04-27
13883,4.99,5,2005-08-20,2005-08-21,1,4.99,0.00,2007-03-20
12652,4.99,4,2005-08-18,2005-08-21,1,4.99,0.00,2007-03-18
11883,2.99,6,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
5240,0.99,6,2005-07-09,2005-07-10,1,0.99,0.00,2007-04-09
5188,4.99,7,2005-07-09,2005-07-13,1,4.99,0.00,2007-04-09
13532,4.99,5,2005-08-20,2005-08-23,1,4.99,0.00,2007-03-20
11996,4.99,4,2005-08-17,2005-08-20,1,4.99,0.00,2007-03-17
3863,0.99,5,2005-07-06,2005-07-07,1,0.99,0.00,2007-04-06
10778,4.99,7,2005-08-01,2005-08-02,1,4.99,0.00,2007-03-01
11234,0.99,4,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-02
4471,2.99,6,2005-07-08,2005-07-11,1,2.99,0.00,2007-04-07
10015,4.99,4,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
10236,0.99,6,2005-08-01,2005-08-01,1,0.99,0.00,2007-03-01
10049,2.99,7,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
14623,0.99,7,2005-08-21,2005-08-26,1,0.99,0.00,2007-03-21
2934,2.99,5,2005-06-20,2005-06-22,1,2.99,0.00,2007-02-20
10900,2.99,7,2005-08-02,2005-08-07,1,2.99,0.00,2007-03-02
1518,0.99,3,2005-06-15,2005-06-16,1,0.99,0.00,2007-02-15
9727,4.99,7,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
3545,4.99,5,2005-07-06,2005-07-11,1,4.99,0.00,2007-04-06
13169,2.99,7,2005-08-19,2005-08-26,1,2.99,0.00,2007-03-19
1746,2.99,4,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
13631,4.99,4,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
3208,0.99,6,2005-06-21,2005-06-24,1,0.99,0.00,2007-02-20
10393,0.99,6,2005-08-01,2005-08-05,1,0.99,0.00,2007-03-01
15672,0.99,7,2005-08-23,2005-08-27,1,0.99,0.00,2007-03-23
10380,2.99,4,2005-08-01,2005-08-02,1,2.99,0.00,2007-03-01
8865,4.99,5,2005-07-29,2005-07-31,1,4.99,0.00,2007-04-29
8421,4.99,5,2005-07-29,2005-08-02,1,4.99,0.00,2007-04-29
11353,0.99,7,2005-08-02,2005-08-09,1,0.99,0.00,2007-03-02
12855,4.99,7,2005-08-19,2005-08-19,1,4.99,0.00,2007-03-19
1818,0.99,7,2005-06-16,2005-06-20,1,0.99,0.00,2007-02-16
14920,0.99,4,2005-08-22,2005-08-23,1,0.99,0.00,2007-03-22
3484,4.99,7,2005-07-05,2005-07-11,1,4.99,0.00,2007-04-05
7523,4.99,6,2005-07-27,2005-07-28,1,4.99,0.00,2007-04-27
4401,0.99,6,2005-07-07,2005-07-12,1,0.99,0.00,2007-04-07
5462,0.99,6,2005-07-09,2005-07-11,1,0.99,0.00,2007-04-09
4823,4.99,6,2005-07-08,2005-07-11,1,4.99,0.00,2007-04-08
3089,0.99,7,2005-06-20,2005-06-25,1,0.99,0.00,2007-02-20
13436,0.99,4,2005-08-19,2005-08-23,1,0.99,0.00,2007-03-19
15926,2.99,3,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
10358,4.99,4,2005-08-01,2005-08-03,1,4.99,0.00,2007-03-01
6681,2.99,7,2005-07-12,2005-07-19,1,2.99,0.00,2007-04-12
8807,2.99,6,2005-07-29,2005-08-01,1,2.99,0.00,2007-04-29
9270,0.99,7,2005-07-30,2005-07-31,1,0.99,0.00,2007-04-30
3205,0.99,3,2005-06-21,2005-06-21,1,0.99,0.00,2007-02-20
8369,2.99,4,2005-07-29,2005-08-01,1,2.99,0.00,2007-04-29
11111,4.99,4,2005-08-02,2005-08-06,1,4.99,0.00,2007-03-02
6957,2.99,3,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-26
10085,0.99,6,2005-07-31,2005-08-03,1,0.99,0.00,2007-04-30
8341,4.99,7,2005-07-29,2005-08-04,1,4.99,0.00,2007-04-29
11156,2.99,7,2005-08-02,2005-08-04,1,2.99,0.00,2007-03-02
9927,2.99,7,2005-07-31,2005-08-01,1,2.99,0.00,2007-04-30
12462,2.99,4,2005-08-18,2005-08-20,1,2.99,0.00,2007-03-18
11135,4.99,6,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
1973,4.99,7,2005-06-17,2005-06-21,1,4.99,0.00,2007-02-17
1699,2.99,3,2005-06-16,2005-06-17,1,2.99,0.00,2007-02-16
11506,4.99,6,2005-08-16,2005-08-22,1,4.99,0.00,2007-03-16
9652,2.99,7,2005-07-31,2005-08-06,1,2.99,0.00,2007-04-30
5533,0.99,6,2005-07-10,2005-07-11,1,0.99,0.00,2007-04-10
13567,0.99,7,2005-08-20,2005-08-26,1,0.99,0.00,2007-03-20
1379,0.99,6,2005-06-15,2005-06-18,1,0.99,0.00,2007-02-15
1925,0.99,4,2005-06-17,2005-06-21,1,0.99,0.00,2007-02-17
14310,0.99,6,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
7791,4.99,4,2005-07-28,2005-07-30,1,4.99,0.00,2007-04-28
12947,4.99,7,2005-08-19,2005-08-22,1,4.99,0.00,2007-03-19
7596,4.99,7,2005-07-27,2005-08-01,1,4.99,0.00,2007-04-27
7510,2.99,6,2005-07-27,2005-08-01,1,2.99,0.00,2007-04-27
12364,4.99,5,2005-08-18,2005-08-19,1,4.99,0.00,2007-03-18
3183,4.99,7,2005-06-20,2005-06-23,1,4.99,0.00,2007-02-20
9057,2.99,7,2005-07-30,2005-08-01,1,2.99,0.00,2007-04-30
3911,2.99,6,2005-07-06,2005-07-08,1,2.99,0.00,2007-04-06
