rental_id,rental_rate,rental_duration,rental_date,return_date,due_date,days_late,payment_count,total_payment_amount,amount_due,amount_difference,first_payment_date
9859,4.99,3,2005-07-31,2005-08-05,2005-08-03,2,1,6.99,6.99,0.00,2007-04-30
14715,4.99,3,2005-08-21,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-21
4620,2.99,5,2005-07-08,2005-07-16,2005-07-13,3,1,5.99,5.99,0.00,2007-04-08
5585,4.99,3,2005-07-10,2005-07-15,2005-07-13,2,1,6.99,6.99,0.00,2007-04-10
15554,4.99,5,2005-08-23,2005-08-29,2005-08-28,1,1,5.99,5.99,0.00,2007-03-23
5069,0.99,3,2005-07-09,2005-07-13,2005-07-12,1,1,1.99,1.99,0.00,2007-04-09
8797,2.99,7,2005-07-29,2005-08-07,2005-08-05,2,1,4.99,4.99,0.00,2007-04-29
4911,4.99,6,2005-07-08,2005-07-15,2005-07-14,1,1,5.99,5.99,0.00,2007-04-08
15148,0.99,5,2005-08-22,2005-08-31,2005-08-27,4,1,4.99,4.99,0.00,2007-03-22
14722,2.99,7,2005-08-21,2005-08-30,2005-08-28,2,1,4.99,4.99,0.00,2007-03-21
15416,0.99,6,2005-08-22,2005-08-29,2005-08-28,1,1,1.99,1.99,0.00,2007-03-22
14777,0.99,5,2005-08-21,2005-08-28,2005-08-26,2,1,2.99,2.99,0.00,2007-03-21
9198,0.99,3,2005-07-30,2005-08-07,2005-08-02,5,1,5.99,5.99,0.00,2007-04-30
4654,4.99,7,2005-07-08,2005-07-17,2005-07-15,2,1,6.99,6.99,0.00,2007-04-08
4459,2.99,4,2005-07-07,2005-07-13,2005-07-11,2,1,4.99,4.99,0.00,2007-04-07
10160,4.99,5,2005-07-31,2005-08-05,2005-08-05,0,1,4.99,4.99,0.00,2007-04-30
16011,4.99,3,2005-08-23,2005-08-31,2005-08-26,5,1,9.99,9.99,0.00,2007-03-23
15784,2.99,3,2005-08-23,2005-08-30,2005-08-26,4,1,6.99,6.99,0.00,2007-03-23
5139,4.99,6,2005-07-09,2005-07-18,2005-07-15,3,1,7.99,7.99,0.00,2007-04-09
4487,2.99,3,2005-07-08,2005-07-16,2005-07-11,5,1,7.99,7.99,0.00,2007-04-07
4155,4.99,3,2005-07-07,2005-07-13,2005-07-10,3,1,7.99,7.99,0.00,2007-04-07
11984,2.99,6,2005-08-17,2005-08-24,2005-08-23,1,1,3.99,3.99,0.00,2007-03-17
7713,4.99,4,2005-07-28,2005-08-03,2005-08-01,2,1,6.99,6.99,0.00,2007-04-28
3583,4.99,5,2005-07-06,2005-07-14,2005-07-11,3,1,7.99,7.99,0.00,2007-04-06
2737,0.99,6,2005-06-19,2005-06-26,2005-06-25,1,1,1.99,1.99,0.00,2007-02-19
9494,0.99,5,2005-07-30,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-04-30
6942,4.99,4,2005-07-26,2005-07-31,2005-07-30,1,1,5.99,5.99,0.00,2007-04-26
4114,0.99,6,2005-07-07,2005-07-15,2005-07-13,2,1,2.99,2.99,0.00,2007-04-07
2297,0.99,4,2005-06-18,2005-06-26,2005-06-22,4,1,4.99,4.99,0.00,2007-02-18
3339,4.99,7,2005-06-21,2005-06-30,2005-06-28,2,1,6.99,6.99,0.00,2007-02-21
12252,2.99,3,2005-08-18,2005-08-25,2005-08-21,4,1,6.99,6.99,0.00,2007-03-18
12983,0.99,3,2005-08-19,2005-08-28,2005-08-22,6,1,6.99,6.99,0.00,2007-03-19
1397,2.99,5,2005-06-15,2005-06-21,2005-06-20,1,1,3.99,3.99,0.00,2007-02-15
15256,4.99,4,2005-08-22,2005-08-28,2005-08-26,2,1,6.99,6.99,0.00,2007-03-22
1878,0.99,3,2005-06-17,2005-06-21,2005-06-20,1,1,1.99,1.99,0.00,2007-02-17
11927,2.99,5,2005-08-17,2005-08-23,2005-08-22,1,1,3.99,3.99,0.00,2007-03-17
4723,4.99,4,2005-07-08,2005-07-17,2005-07-12,5,1,9.99,9.99,0.00,2007-04-08
13411,2.99,5,2005-08-19,2005-08-26,2005-08-24,2,1,4.99,4.99,0.00,2007-03-19
14102,2.99,6,2005-08-21,2005-08-30,2005-08-27,3,1,5.99,5.99,0.00,2007-03-20
3541,4.99,4,2005-07-06,2005-07-12,2005-07-10,2,1,6.99,6.99,0.00,2007-04-06
11944,2.99,3,2005-08-17,2005-08-21,2005-08-20,1,1,3.99,3.99,0.00,2007-03-17
14155,4.99,6,2005-08-21,2005-08-27,2005-08-27,0,1,4.99,4.99,0.00,2007-03-21
13194,2.99,3,2005-08-19,2005-08-26,2005-08-22,4,1,6.99,6.99,0.00,2007-03-19
14825,0.99,4,2005-08-22,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-21
15109,0.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,1.99,1.99,0.00,2007-03-22
4021,0.99,3,2005-07-07,2005-07-12,2005-07-10,2,1,2.99,2.99,0.00,2007-04-07
13670,0.99,6,2005-08-20,2005-08-29,2005-08-26,3,1,3.99,3.99,0.00,2007-03-20
10167,4.99,5,2005-07-31,2005-08-06,2005-08-05,1,1,5.99,5.99,0.00,2007-04-30
15864,4.99,3,2005-08-23,2005-08-29,2005-08-26,3,1,7.99,7.99,0.00,2007-03-23
14151,4.99,7,2005-08-21,2005-08-30,2005-08-28,2,1,6.99,6.99,0.00,2007-03-21
11777,0.99,5,2005-08-17,2005-08-26,2005-08-22,4,1,4.99,4.99,0.00,2007-03-17
7428,2.99,6,2005-07-27,2005-08-05,2005-08-02,3,1,5.99,5.99,0.00,2007-04-27
9011,4.99,5,2005-07-30,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
11681,0.99,7,2005-08-17,2005-08-26,2005-08-24,2,1,2.99,2.99,0.00,2007-03-17
7782,2.99,6,2005-07-28,2005-08-05,2005-08-03,2,1,4.99,4.99,0.00,2007-04-28
5376,0.99,7,2005-07-09,2005-07-17,2005-07-16,1,1,1.99,1.99,0.00,2007-04-09
15246,2.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,3.99,3.99,0.00,2007-03-22
8871,4.99,4,2005-07-30,2005-08-08,2005-08-03,5,1,9.99,9.99,0.00,2007-04-29
1914,0.99,5,2005-06-17,2005-06-24,2005-06-22,2,1,2.99,2.99,0.00,2007-02-17
15362,4.99,6,2005-08-22,2005-08-29,2005-08-28,1,1,5.99,5.99,0.00,2007-03-22
1401,0.99,5,2005-06-15,2005-06-21,2005-06-20,1,1,1.99,1.99,0.00,2007-02-15
7517,0.99,7,2005-07-27,2005-08-04,2005-08-03,1,1,1.99,1.99,0.00,2007-04-27
15334,0.99,6,2005-08-22,2005-08-29,2005-08-28,1,1,1.99,1.99,0.00,2007-03-22
3246,4.99,4,2005-06-21,2005-06-28,2005-06-25,3,1,7.99,7.99,0.00,2007-02-21
15961,2.99,3,2005-08-23,2005-08-30,2005-08-26,4,1,6.99,6.99,0.00,2007-03-23
10050,2.99,5,2005-07-31,2005-08-06,2005-08-05,1,1,3.99,3.99,0.00,2007-04-30
13962,0.99,3,2005-08-20,2005-08-24,2005-08-23,1,1,1.99,1.99,0.00,2007-03-20
2288,2.99,5,2005-06-18,2005-06-26,2005-06-23,3,1,5.99,5.99,0.00,2007-02-18
4997,2.99,5,2005-07-09,2005-07-18,2005-07-14,4,1,6.99,6.99,0.00,2007-04-08
11059,4.99,5,2005-08-02,2005-08-09,2005-08-07,2,1,6.99,6.99,0.00,2007-03-02
4477,4.99,3,2005-07-08,2005-07-13,2005-07-11,2,1,6.99,6.99,0.00,2007-04-07
4198,2.99,5,2005-07-07,2005-07-16,2005-07-12,4,1,6.99,6.99,0.00,2007-04-07
5621,4.99,3,2005-07-10,2005-07-14,2005-07-13,1,1,5.99,5.99,0.00,2007-04-10
14258,0.99,4,2005-08-21,2005-08-26,2005-08-25,1,1,1.99,1.99,0.00,2007-03-21
5285,0.99,5,2005-07-09,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-09
15888,4.99,7,2005-08-23,2005-08-31,2005-08-30,1,1,5.99,5.99,0.00,2007-03-23
8848,0.99,3,2005-07-29,2005-08-03,2005-08-01,2,1,2.99,2.99,0.00,2007-04-29
7951,4.99,5,2005-07-28,2005-08-06,2005-08-02,4,1,8.99,8.99,0.00,2007-04-28
1998,0.99,6,2005-06-17,2005-06-26,2005-06-23,3,1,3.99,3.99,0.00,2007-02-17
4169,0.99,3,2005-07-07,2005-07-11,2005-07-10,1,1,1.99,1.99,0.00,2007-04-07
4483,4.99,5,2005-07-08,2005-07-17,2005-07-13,4,1,8.99,8.99,0.00,2007-04-07
8089,0.99,6,2005-07-28,2005-08-03,2005-08-03,0,1,0.99,0.99,0.00,2007-04-28
11659,4.99,5,2005-08-17,2005-08-22,2005-08-22,0,1,4.99,4.99,0.00,2007-03-17
1246,4.99,5,2005-06-15,2005-06-21,2005-06-20,1,1,5.99,5.99,0.00,2007-02-15
9851,2.99,6,2005-07-31,2005-08-08,2005-08-06,2,1,4.99,4.99,0.00,2007-04-30
11018,4.99,5,2005-08-02,2005-08-07,2005-08-07,0,1,4.99,4.99,0.00,2007-03-02
10853,0.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-01
14906,4.99,5,2005-08-22,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-22
5802,4.99,3,2005-07-10,2005-07-19,2005-07-13,6,1,10.99,10.99,0.00,2007-04-10
13504,4.99,4,2005-08-20,2005-08-25,2005-08-24,1,1,5.99,5.99,0.00,2007-03-20
12953,0.99,5,2005-08-19,2005-08-28,2005-08-24,4,1,4.99,4.99,0.00,2007-03-19
11161,0.99,3,2005-08-02,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-03-02
2757,2.99,6,2005-06-19,2005-06-28,2005-06-25,3,1,5.99,5.99,0.00,2007-02-19
14879,4.99,4,2005-08-22,2005-08-27,2005-08-26,1,1,5.99,5.99,0.00,2007-03-22
3820,2.99,3,2005-07-06,2005-07-11,2005-07-09,2,1,4.99,4.99,0.00,2007-04-06
3082,4.99,4,2005-06-20,2005-06-28,2005-06-24,4,1,8.99,8.99,0.00,2007-02-20
5611,2.99,5,2005-07-10,2005-07-16,2005-07-15,1,1,3.99,3.99,0.00,2007-04-10
14056,0.99,5,2005-08-20,2005-08-27,2005-08-25,2,1,2.99,2.99,0.00,2007-03-20
15335,2.99,4,2005-08-22,2005-08-28,2005-08-26,2,1,4.99,4.99,0.00,2007-03-22
9308,2.99,5,2005-07-30,2005-08-08,2005-08-04,4,1,6.99,6.99,0.00,2007-04-30
15928,0.99,4,2005-08-23,2005-09-01,2005-08-27,5,1,5.99,5.99,0.00,2007-03-23
10369,4.99,6,2005-08-01,2005-08-07,2005-08-07,0,1,4.99,4.99,0.00,2007-03-01
16021,2.99,7,2005-08-23,2005-08-31,2005-08-30,1,1,3.99,3.99,0.00,2007-03-23
6824,0.99,3,2005-07-12,2005-07-21,2005-07-15,6,1,6.99,6.99,0.00,2007-04-12
10474,4.99,6,2005-08-01,2005-08-08,2005-08-07,1,1,5.99,5.99,0.00,2007-03-01
12142,2.99,3,2005-08-18,2005-08-24,2005-08-21,3,1,5.99,5.99,0.00,2007-03-17
5840,4.99,5,2005-07-10,2005-07-15,2005-07-15,0,1,4.99,4.99,0.00,2007-04-10
15131,0.99,5,2005-08-22,2005-08-30,2005-08-27,3,1,3.99,3.99,0.00,2007-03-22
11746,2.99,5,2005-08-17,2005-08-25,2005-08-22,3,1,5.99,5.99,0.00,2007-03-17
4370,2.99,4,2005-07-07,2005-07-16,2005-07-11,5,1,7.99,7.99,0.00,2007-04-07
11772,0.99,4,2005-08-17,2005-08-26,2005-08-21,5,1,5.99,5.99,0.00,2007-03-17
13252,2.99,3,2005-08-19,2005-08-22,2005-08-22,0,1,2.99,2.99,0.00,2007-03-19
6423,2.99,4,2005-07-11,2005-07-19,2005-07-15,4,1,6.99,6.99,0.00,2007-04-11
7148,0.99,7,2005-07-27,2005-08-03,2005-08-03,0,1,0.99,0.99,0.00,2007-04-27
5046,0.99,5,2005-07-09,2005-07-17,2005-07-14,3,1,3.99,3.99,0.00,2007-04-09
8000,0.99,5,2005-07-28,2005-08-06,2005-08-02,4,1,4.99,4.99,0.00,2007-04-28
8716,4.99,3,2005-07-29,2005-08-03,2005-08-01,2,1,6.99,6.99,0.00,2007-04-29
5526,4.99,3,2005-07-10,2005-07-16,2005-07-13,3,1,7.99,7.99,0.00,2007-04-10
8160,0.99,5,2005-07-28,2005-08-05,2005-08-02,3,1,3.99,3.99,0.00,2007-04-28
12328,0.99,4,2005-08-18,2005-08-23,2005-08-22,1,1,1.99,1.99,0.00,2007-03-18
13694,4.99,4,2005-08-20,2005-08-28,2005-08-24,4,1,8.99,8.99,0.00,2007-03-20
3710,4.99,5,2005-07-06,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-06
12456,4.99,3,2005-08-18,2005-08-21,2005-08-21,0,1,4.99,4.99,0.00,2007-03-18
7819,2.99,3,2005-07-28,2005-08-02,2005-07-31,2,1,4.99,4.99,0.00,2007-04-28
8248,4.99,4,2005-07-29,2005-08-05,2005-08-02,3,1,7.99,7.99,0.00,2007-04-28
11188,2.99,5,2005-08-02,2005-08-08,2005-08-07,1,1,3.99,3.99,0.00,2007-03-02
12199,4.99,4,2005-08-18,2005-08-22,2005-08-22,0,1,4.99,4.99,0.00,2007-03-18
12818,2.99,6,2005-08-19,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-18
10154,0.99,5,2005-07-31,2005-08-07,2005-08-05,2,1,2.99,2.99,0.00,2007-04-30
6894,2.99,6,2005-07-12,2005-07-20,2005-07-18,2,1,4.99,4.99,0.00,2007-04-12
4115,4.99,3,2005-07-07,2005-07-14,2005-07-10,4,1,8.99,8.99,0.00,2007-04-07
6297,0.99,4,2005-07-11,2005-07-19,2005-07-15,4,1,4.99,4.99,0.00,2007-04-11
2939,4.99,3,2005-06-20,2005-06-26,2005-06-23,3,1,7.99,7.99,0.00,2007-02-20
1180,4.99,5,2005-06-15,2005-06-21,2005-06-20,1,1,5.99,5.99,0.00,2007-02-14
11062,2.99,3,2005-08-02,2005-08-07,2005-08-05,2,1,4.99,4.99,0.00,2007-03-02
2375,4.99,7,2005-06-18,2005-06-26,2005-06-25,1,1,5.99,5.99,0.00,2007-02-18
4375,4.99,4,2005-07-07,2005-07-16,2005-07-11,5,1,9.99,9.99,0.00,2007-04-07
12071,4.99,3,2005-08-17,2005-08-22,2005-08-20,2,1,6.99,6.99,0.00,2007-03-17
5817,0.99,3,2005-07-10,2005-07-18,2005-07-13,5,1,5.99,5.99,0.00,2007-04-10
11665,4.99,4,2005-08-17,2005-08-23,2005-08-21,2,1,6.99,6.99,0.00,2007-03-17
5721,0.99,7,2005-07-10,2005-07-17,2005-07-17,0,1,0.99,0.99,0.00,2007-04-10
10450,0.99,6,2005-08-01,2005-08-08,2005-08-07,1,1,1.99,1.99,0.00,2007-03-01
15622,0.99,4,2005-08-23,2005-09-01,2005-08-27,5,1,5.99,5.99,0.00,2007-03-23
11534,4.99,4,2005-08-17,2005-08-24,2005-08-21,3,1,7.99,7.99,0.00,2007-03-16
10841,0.99,5,2005-08-01,2005-08-07,2005-08-06,1,1,1.99,1.99,0.00,2007-03-01
14168,0.99,3,2005-08-21,2005-08-29,2005-08-24,5,1,5.99,5.99,0.00,2007-03-21
8418,0.99,6,2005-07-29,2005-08-05,2005-08-04,1,1,1.99,1.99,0.00,2007-04-29
2110,4.99,6,2005-06-17,2005-06-26,2005-06-23,3,1,7.99,7.99,0.00,2007-02-17
6230,0.99,4,2005-07-11,2005-07-17,2005-07-15,2,1,2.99,2.99,0.00,2007-04-11
15670,2.99,5,2005-08-23,2005-08-31,2005-08-28,3,1,5.99,5.99,0.00,2007-03-23
9618,2.99,3,2005-07-31,2005-08-07,2005-08-03,4,1,6.99,6.99,0.00,2007-04-30
15210,2.99,6,2005-08-22,2005-08-29,2005-08-28,1,1,3.99,3.99,0.00,2007-03-22
3925,0.99,4,2005-07-06,2005-07-15,2005-07-10,5,1,5.99,5.99,0.00,2007-04-06
8544,0.99,5,2005-07-29,2005-08-06,2005-08-03,3,1,3.99,3.99,0.00,2007-04-29
13496,2.99,3,2005-08-20,2005-08-29,2005-08-23,6,1,8.99,8.99,0.00,2007-03-20
7524,2.99,3,2005-07-27,2005-08-03,2005-07-30,4,1,6.99,6.99,0.00,2007-04-27
8056,0.99,6,2005-07-28,2005-08-03,2005-08-03,0,1,0.99,0.99,0.00,2007-04-28
2055,0.99,3,2005-06-17,2005-06-25,2005-06-20,5,1,5.99,5.99,0.00,2007-02-17
6088,0.99,5,2005-07-11,2005-07-17,2005-07-16,1,1,1.99,1.99,0.00,2007-04-11
5958,2.99,5,2005-07-10,2005-07-19,2005-07-15,4,1,6.99,6.99,0.00,2007-04-10
4255,0.99,4,2005-07-07,2005-07-12,2005-07-11,1,1,1.99,1.99,0.00,2007-04-07
14281,0.99,3,2005-08-21,2005-08-26,2005-08-24,2,1,2.99,2.99,0.00,2007-03-21
13524,4.99,5,2005-08-20,2005-08-27,2005-08-25,2,1,6.99,6.99,0.00,2007-03-20
10235,0.99,3,2005-08-01,2005-08-10,2005-08-04,6,1,6.99,6.99,0.00,2007-03-01
11635,4.99,3,2005-08-17,2005-08-21,2005-08-20,1,1,5.99,5.99,0.00,2007-03-17
2311,2.99,3,2005-06-18,2005-06-25,2005-06-21,4,1,6.99,6.99,0.00,2007-02-18
15841,2.99,5,2005-08-23,2005-08-30,2005-08-28,2,1,4.99,4.99,0.00,2007-03-23
15245,2.99,3,2005-08-22,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-22
3787,4.99,3,2005-07-06,2005-07-09,2005-07-09,0,1,4.99,4.99,0.00,2007-04-06
13463,4.99,4,2005-08-20,2005-08-28,2005-08-24,4,1,8.99,8.99,0.00,2007-03-19
8206,0.99,3,2005-07-28,2005-08-04,2005-07-31,4,1,4.99,4.99,0.00,2007-04-28
9191,0.99,3,2005-07-30,2005-08-05,2005-08-02,3,1,3.99,3.99,0.00,2007-04-30
9157,4.99,5,2005-07-30,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
2953,2.99,5,2005-06-20,2005-06-26,2005-06-25,1,1,3.99,3.99,0.00,2007-02-20
14191,4.99,5,2005-08-21,2005-08-28,2005-08-26,2,1,6.99,6.99,0.00,2007-03-21
8589,2.99,5,2005-07-29,2005-08-05,2005-08-03,2,1,4.99,4.99,0.00,2007-04-29
13758,4.99,5,2005-08-20,2005-08-29,2005-08-25,4,1,8.99,8.99,0.00,2007-03-20
12639,0.99,7,2005-08-18,2005-08-27,2005-08-25,2,1,2.99,2.99,0.00,2007-03-18
2690,0.99,6,2005-06-19,2005-06-27,2005-06-25,2,1,2.99,2.99,0.00,2007-02-19
3318,4.99,5,2005-06-21,2005-06-27,2005-06-26,1,1,5.99,5.99,0.00,2007-02-21
15900,0.99,3,2005-08-23,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-23
8929,4.99,6,2005-07-30,2005-08-06,2005-08-05,1,1,5.99,5.99,0.00,2007-04-30
14335,2.99,4,2005-08-21,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-21
2200,0.99,4,2005-06-18,2005-06-26,2005-06-22,4,1,4.99,4.99,0.00,2007-02-18
10012,0.99,6,2005-07-31,2005-08-09,2005-08-06,3,1,3.99,3.99,0.00,2007-04-30
14690,0.99,7,2005-08-21,2005-08-29,2005-08-28,1,1,1.99,1.99,0.00,2007-03-21
13590,0.99,3,2005-08-20,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-20
12336,0.99,4,2005-08-18,2005-08-23,2005-08-22,1,1,1.99,1.99,0.00,2007-03-18
13865,0.99,3,2005-08-20,2005-08-24,2005-08-23,1,1,1.99,1.99,0.00,2007-03-20
4161,0.99,6,2005-07-07,2005-07-15,2005-07-13,2,1,2.99,2.99,0.00,2007-04-07
6771,0.99,3,2005-07-12,2005-07-17,2005-07-15,2,1,2.99,2.99,0.00,2007-04-12
10670,0.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,3.99,3.99,0.00,2007-03-01
11251,2.99,7,2005-08-02,2005-08-09,2005-08-09,0,1,2.99,2.99,0.00,2007-03-02
11044,2.99,3,2005-08-02,2005-08-06,2005-08-05,1,1,3.99,3.99,0.00,2007-03-02
11331,2.99,7,2005-08-02,2005-08-09,2005-08-09,0,1,2.99,2.99,0.00,2007-03-02
12858,2.99,6,2005-08-19,2005-08-26,2005-08-25,1,1,3.99,3.99,0.00,2007-03-19
13053,4.99,3,2005-08-19,2005-08-28,2005-08-22,6,1,10.99,10.99,0.00,2007-03-19
6474,2.99,3,2005-07-12,2005-07-16,2005-07-15,1,1,3.99,3.99,0.00,2007-04-12
9734,0.99,3,2005-07-31,2005-08-05,2005-08-03,2,1,2.99,2.99,0.00,2007-04-30
10379,0.99,4,2005-08-01,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-03-01
13650,4.99,3,2005-08-20,2005-08-28,2005-08-23,5,1,9.99,9.99,0.00,2007-03-20
7975,0.99,6,2005-07-28,2005-08-05,2005-08-03,2,1,2.99,2.99,0.00,2007-04-28
12137,2.99,6,2005-08-17,2005-08-27,2005-08-23,4,1,6.99,6.99,0.00,2007-03-17
14136,2.99,4,2005-08-21,2005-08-28,2005-08-25,3,1,5.99,5.99,0.00,2007-03-21
4772,4.99,6,2005-07-08,2005-07-17,2005-07-14,3,1,7.99,7.99,0.00,2007-04-08
4500,4.99,7,2005-07-08,2005-07-15,2005-07-15,0,1,4.99,4.99,0.00,2007-04-08
5315,4.99,5,2005-07-09,2005-07-14,2005-07-14,0,1,4.99,4.99,0.00,2007-04-09
13569,4.99,7,2005-08-20,2005-08-28,2005-08-27,1,1,5.99,5.99,0.00,2007-03-20
3490,2.99,3,2005-07-05,2005-07-12,2005-07-08,4,1,6.99,6.99,0.00,2007-04-05
6310,0.99,3,2005-07-11,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-11
1737,4.99,3,2005-06-16,2005-06-23,2005-06-19,4,1,8.99,8.99,0.00,2007-02-16
9347,4.99,5,2005-07-30,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
14666,2.99,6,2005-08-21,2005-08-30,2005-08-27,3,1,5.99,5.99,0.00,2007-03-21
2173,4.99,4,2005-06-18,2005-06-25,2005-06-22,3,1,7.99,7.99,0.00,2007-02-17
1721,4.99,3,2005-06-16,2005-06-23,2005-06-19,4,1,8.99,8.99,0.00,2007-02-16
2845,4.99,3,2005-06-19,2005-06-23,2005-06-22,1,1,5.99,5.99,0.00,2007-02-19
1706,2.99,7,2005-06-16,2005-06-25,2005-06-23,2,1,4.99,4.99,0.00,2007-02-16
2444,2.99,3,2005-06-18,2005-06-27,2005-06-21,6,1,8.99,8.99,0.00,2007-02-18
3595,4.99,5,2005-07-06,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-06
6385,2.99,5,2005-07-11,2005-07-20,2005-07-16,4,1,6.99,6.99,0.00,2007-04-11
6763,0.99,3,2005-07-12,2005-07-18,2005-07-15,3,1,3.99,3.99,0.00,2007-04-12
9558,4.99,6,2005-07-31,2005-08-06,2005-08-06,0,1,4.99,4.99,0.00,2007-04-30
10519,0.99,3,2005-08-01,2005-08-09,2005-08-04,5,1,5.99,5.99,0.00,2007-03-01
2234,0.99,6,2005-06-18,2005-06-24,2005-06-24,0,1,0.99,0.99,0.00,2007-02-18
4508,0.99,4,2005-07-08,2005-07-16,2005-07-12,4,1,4.99,4.99,0.00,2007-04-08
4052,4.99,5,2005-07-07,2005-07-13,2005-07-12,1,1,5.99,5.99,0.00,2007-04-07
3644,4.99,3,2005-07-06,2005-07-11,2005-07-09,2,1,6.99,6.99,0.00,2007-04-06
12330,2.99,4,2005-08-18,2005-08-26,2005-08-22,4,1,6.99,6.99,0.00,2007-03-18
15420,2.99,6,2005-08-22,2005-08-31,2005-08-28,3,1,5.99,5.99,0.00,2007-03-22
3584,2.99,7,2005-07-06,2005-07-13,2005-07-13,0,1,2.99,2.99,0.00,2007-04-06
7182,2.99,4,2005-07-27,2005-08-03,2005-07-31,3,1,5.99,5.99,0.00,2007-04-27
4087,0.99,3,2005-07-07,2005-07-16,2005-07-10,6,1,6.99,6.99,0.00,2007-04-07
11667,2.99,6,2005-08-17,2005-08-26,2005-08-23,3,1,5.99,5.99,0.00,2007-03-17
5047,2.99,5,2005-07-09,2005-07-15,2005-07-14,1,1,3.99,3.99,0.00,2007-04-09
11447,4.99,3,2005-08-02,2005-08-07,2005-08-05,2,1,6.99,6.99,0.00,2007-03-02
12482,4.99,5,2005-08-18,2005-08-26,2005-08-23,3,1,7.99,7.99,0.00,2007-03-18
4237,4.99,7,2005-07-07,2005-07-15,2005-07-14,1,1,5.99,5.99,0.00,2007-04-07
13018,4.99,3,2005-08-19,2005-08-26,2005-08-22,4,1,8.99,8.99,0.00,2007-03-19
15145,2.99,7,2005-08-22,2005-08-31,2005-08-29,2,1,4.99,4.99,0.00,2007-03-22
2231,0.99,5,2005-06-18,2005-06-23,2005-06-23,0,1,0.99,0.99,0.00,2007-02-18
3522,2.99,3,2005-07-06,2005-07-11,2005-07-09,2,1,4.99,4.99,0.00,2007-04-05
3431,0.99,3,2005-06-21,2005-06-26,2005-06-24,2,1,2.99,2.99,0.00,2007-02-21
9330,4.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,10.99,10.99,0.00,2007-04-30
7362,2.99,3,2005-07-27,2005-08-01,2005-07-30,2,1,4.99,4.99,0.00,2007-04-27
2348,0.99,6,2005-06-18,2005-06-24,2005-06-24,0,1,0.99,0.99,0.00,2007-02-18
13440,0.99,4,2005-08-19,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-19
8886,4.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,10.99,10.99,0.00,2007-04-29
6684,0.99,3,2005-07-12,2005-07-21,2005-07-15,6,1,6.99,6.99,0.00,2007-04-12
3975,4.99,3,2005-07-06,2005-07-10,2005-07-09,1,1,5.99,5.99,0.00,2007-04-06
2417,0.99,5,2005-06-18,2005-06-26,2005-06-23,3,1,3.99,3.99,0.00,2007-02-18
10878,4.99,3,2005-08-02,2005-08-07,2005-08-05,2,1,6.99,6.99,0.00,2007-03-01
12453,0.99,4,2005-08-18,2005-08-25,2005-08-22,3,1,3.99,3.99,0.00,2007-03-18
8425,4.99,3,2005-07-29,2005-08-05,2005-08-01,4,1,8.99,8.99,0.00,2007-04-29
15315,4.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,5.99,5.99,0.00,2007-03-22
9401,2.99,5,2005-07-30,2005-08-07,2005-08-04,3,1,5.99,5.99,0.00,2007-04-30
10586,0.99,3,2005-08-01,2005-08-06,2005-08-04,2,1,2.99,2.99,0.00,2007-03-01
10011,0.99,6,2005-07-31,2005-08-08,2005-08-06,2,1,2.99,2.99,0.00,2007-04-30
12203,4.99,3,2005-08-18,2005-08-22,2005-08-21,1,1,5.99,5.99,0.00,2007-03-18
1282,2.99,5,2005-06-15,2005-06-21,2005-06-20,1,1,3.99,3.99,0.00,2007-02-15
12600,2.99,5,2005-08-18,2005-08-25,2005-08-23,2,1,4.99,4.99,0.00,2007-03-18
7980,0.99,4,2005-07-28,2005-08-05,2005-08-01,4,1,4.99,4.99,0.00,2007-04-28
11647,4.99,3,2005-08-17,2005-08-23,2005-08-20,3,1,7.99,7.99,0.00,2007-03-17
